,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,Sitter,Artist,Clean_Date,Gender,Occupation
535,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.27,NPG,edanmdm:npg_S_NPG.74.39.4.27,Davis Old,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1800""}","{""Object number"": ""S/NPG.74.39.4.27""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Davis Old, 18th - 19th centuries""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Davis Old: Male\nPortrait""}","[""1800s""]","[""Saint-Memin, Charles Balthazar Julien Fevret de"", ""Old, Davis""]","[""Prints""]",,"[""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_27Old-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_27Old-000001/full/250,/0/default.jpg",Davis Old,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1800,Men,
536,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.26,NPG,edanmdm:npg_S_NPG.74.39.4.26,Andrew Hamilton,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1799""}","{""Object number"": ""S/NPG.74.39.4.26""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Andrew Hamilton, born mid-late 18th century""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Andrew Hamilton: Male\nPortrait""}","[""1790s""]","[""Hamilton, Andrew"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_26Hamilton-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_26Hamilton-000001/full/250,/0/default.jpg",Andrew Hamilton,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1799,Men,
537,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.25,NPG,edanmdm:npg_S_NPG.74.39.4.25,John Dorsey,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1800""}","{""Object number"": ""S/NPG.74.39.4.25""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""John Dorsey, ? - 1821""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""John Dorsey: Male\nJohn Dorsey: Arts and Culture\\Visual Arts\\Architect\nJohn Dorsey: Politics and Government\\Government official\\State Senator\nPortrait""}","[""1800s""]","[""Dorsey, John"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]","[""United States""]","[""Legislators"", ""Art"", ""Arts and Culture"", ""Architects"", ""Government"", ""Men"", ""Senators"", ""Portraits"", ""Public officers"", ""Politics""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_25Dorsey-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_25Dorsey-000001/full/250,/0/default.jpg",John Dorsey,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1800,men,
538,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.24,NPG,edanmdm:npg_S_NPG.74.39.4.24,J. McKie,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1800""}","{""Object number"": ""S/NPG.74.39.4.24""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""J. McKie""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""J. McKie: Male\nJ. McKie: Business and Finance\\Businessperson\\Merchant\nPortrait""}","[""1800s""]","[""McKie, J."", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Business and Finance"", ""Merchants"", ""Businessperson"", ""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_24Mckie-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_24Mckie-000001/full/250,/0/default.jpg",J. McKie,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1800,Men,
539,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.23,NPG,edanmdm:npg_S_NPG.74.39.4.23,James Stuart,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1802""}","{""Object number"": ""S/NPG.74.39.4.23""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Dr. James Stuart, 1755 - 1845""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Dr. James Stuart: Male\nDr. James Stuart: Medicine and Health\\Physician\nDr. James Stuart: Arts and Culture\\Education and Scholarship\\Administrator\\University administrator\\University trustee\nDr. James Stuart: Politics and Government\\Government official\\Commissioner\nPortrait""}","[""1800s""]","[""Stuart, James"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Arts and Culture"", ""Physicians"", ""Government"", ""Portraits"", ""Commissioner"", ""Medicine and Health"", ""Men"", ""University administrator"", ""Administrators"", ""University trustee"", ""Public officers"", ""Education and Scholarship"", ""Politics""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_23Stuart-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_23Stuart-000001/full/250,/0/default.jpg",Dr. James Stuart,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1802,men,
540,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.2,NPG,edanmdm:npg_S_NPG.74.39.4.2,"Samson Levy, Jr.","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1802""}","{""Object number"": ""S/NPG.74.39.4.2""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Samson Levy, Jr., 1761 - 1831""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Samson Levy, Jr.: Male\nSamson Levy, Jr.: Law and Crime\\Lawyer\nPortrait""}","[""1800s""]","[""Levy, Samson"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Men"", ""Portraits"", ""Law and Crime"", ""Lawyers""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_2Levy-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_2Levy-000001/full/250,/0/default.jpg",Samson Levy,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1802,Men,
541,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.19,NPG,edanmdm:npg_S_NPG.74.39.4.19,James R. Caldwell,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1799""}","{""Object number"": ""S/NPG.74.39.4.19""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""James R. Caldwell, 1778 - 1804""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""James R. Caldwell: Male\nJames R. Caldwell: Military and Intelligence\\Navy\\Officer\nPortrait""}","[""1790s""]","[""United States. Navy"", ""Caldwell, James R."", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Military and Intelligence"", ""Men"", ""Portraits"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_19Cardwell-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_19Cardwell-000001/full/250,/0/default.jpg",James R. Caldwell,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1799,Men,
542,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.18,NPG,edanmdm:npg_S_NPG.74.39.4.18,Richard Bassett,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1802""}","{""Object number"": ""S/NPG.74.39.4.18""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Richard Bassett, 2 Apr 1745 - 16 Aug 1815""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Richard Bassett: Male\nRichard Bassett: Law and Crime\\Judge\nRichard Bassett: Politics and Government\\Government official\\Governor\\Delaware\nPortrait""}","[""1800s""]","[""Saint-Memin, Charles Balthazar Julien Fevret de"", ""Bassett, Richard""]","[""Prints""]","[""Delaware""]","[""Government"", ""Men"", ""Portraits"", ""Public officers"", ""Law and Crime"", ""Judges"", ""Politics"", ""Governors""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_18Bassett-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_18Bassett-000001/full/250,/0/default.jpg",Richard Bassett,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1802,men,
543,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.14,NPG,edanmdm:npg_S_NPG.74.39.4.14,Nicholas Van Dyke,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1802""}","{""Object number"": ""S/NPG.74.39.4.14""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Nicholas Van Dyke, 20 Dec 1770 - 21 May 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Nicholas Van Dyke: Male\nNicholas Van Dyke: Law and Crime\\Lawyer\nNicholas Van Dyke: Politics and Government\\Government official\\US Senator\\Delaware\nNicholas Van Dyke: Politics and Government\\Government official\\State Legislator\\Delaware\nNicholas Van Dyke: Politics and Government\\Government official\\US Congressman\\Delaware\nNicholas Van Dyke: Politics and Government\\Government official\\State Senator\\Delaware\nPortrait""}","[""1800s""]","[""Saint-Memin, Charles Balthazar Julien Fevret de"", ""Van Dyke, Nicholas""]","[""Prints""]","[""United States"", ""Delaware""]","[""Legislators"", ""Congressmen"", ""Government"", ""Men"", ""Senators"", ""Portraits"", ""Public officers"", ""Law and Crime"", ""Lawyers"", ""Politics""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_14VanDyke-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_14VanDyke-000001/full/250,/0/default.jpg",Nicholas Van Dyke,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1802,men,
544,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.13,NPG,edanmdm:npg_S_NPG.74.39.4.13,Kensey Johns,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1802""}","{""Object number"": ""S/NPG.74.39.4.13""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Kensey Johns, III, 1759 - 1848""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Kensey Johns, III: Male\nKensey Johns, III: Law and Crime\\Jurist\nPortrait""}","[""1800s""]","[""Johns, Kensey"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Men"", ""Portraits"", ""Law and Crime"", ""Jurist""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_13Johns-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_13Johns-000001/full/250,/0/default.jpg",Kensey Johns,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1802,Men,
545,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.11,NPG,edanmdm:npg_S_NPG.74.39.4.11,William Hurst,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1798""}","{""Object number"": ""S/NPG.74.39.4.11""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""William Hurst, ? - 1820""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""William Hurst: Male\nWilliam Hurst: Medicine and Health\\Physician\nPortrait""}","[""1790s""]","[""Hurst, William"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Medicine and Health"", ""Physicians"", ""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_11Hurst-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_11Hurst-000001/full/250,/0/default.jpg",William Hurst,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1798,Men,
546,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.10,NPG,edanmdm:npg_S_NPG.74.39.4.10,"Joseph Reed, Jr.","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1798""}","{""Object number"": ""S/NPG.74.39.4.10""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Joseph Reed, Jr., 1772 - 1846""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Joseph Reed, Jr.: Male\nPortrait""}","[""1790s""]","[""Saint-Memin, Charles Balthazar Julien Fevret de"", ""Reed, Joseph""]","[""Prints""]",,"[""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_10Reed-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_10Reed-000001/full/250,/0/default.jpg",Joseph Reed,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1798,Men,
547,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.4.1,NPG,edanmdm:npg_S_NPG.74.39.4.1,Alexander James Dallas,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1801""}","{""Object number"": ""S/NPG.74.39.4.1""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Alexander James Dallas, 21 Jun 1759 - 16 Jan 1817""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Alexander James Dallas: Male\nAlexander James Dallas: Politics and Government\\Government official\\Cabinet member\\Secretary of Treasury\nPortrait""}","[""1800s""]","[""Dallas, Alexander James"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Cabinet member"", ""Government"", ""Men"", ""Secretary of Treasury"", ""Portraits"", ""Public officers"", ""Politics""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_4_1Dallas-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_4_1Dallas-000001/full/250,/0/default.jpg",Alexander James Dallas,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1801,men,
548,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.3.8,NPG,edanmdm:npg_S_NPG.74.39.3.8,J. Beale,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1796""}","{""Object number"": ""S/NPG.74.39.3.8""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""J. Beale""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""J. Beale: Male\nPortrait""}","[""1790s""]","[""Beale, J."", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_3_8Beale-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_3_8Beale-000001/full/250,/0/default.jpg",J. Beale,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1796,Men,
549,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.3.7,NPG,edanmdm:npg_S_NPG.74.39.3.7,John Derby,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1796""}","{""Object number"": ""S/NPG.74.39.3.7""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""John Derby, 1767 - 1831""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""John Derby: Male\nPortrait""}","[""1790s""]","[""Derby, John"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_3_7Derby-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_3_7Derby-000001/full/250,/0/default.jpg",John Derby,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1796,Men,
550,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.3.5,NPG,edanmdm:npg_S_NPG.74.39.3.5,Captain Codrington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1796""}","{""Object number"": ""S/NPG.74.39.3.5""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Capt. Codrington""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Capt. Codrington: Male\nPortrait""}","[""1790s""]","[""Codrington"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_3_5Codrington-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_3_5Codrington-000001/full/250,/0/default.jpg",Capt. Codrington,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1796,Men,
551,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.3.48,NPG,edanmdm:npg_S_NPG.74.39.3.48,Edward Dutilh,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1802""}","{""Object number"": ""S/NPG.74.39.3.48""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Edward Dutilh, 1799 - 1833""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Edward Dutilh: Male\nPortrait""}","[""1800s""]","[""Dutilh, Edward"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_3_48Dutilh-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_3_48Dutilh-000001/full/250,/0/default.jpg",Edward Dutilh,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1802,Men,
552,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.3.47,NPG,edanmdm:npg_S_NPG.74.39.3.47,Edmund G. Dutilh,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1802""}","{""Object number"": ""S/NPG.74.39.3.47""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Edmund G. Dutilh, 1798 - after 1861""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Edmund G. Dutilh: Male\nEdmund G. Dutilh: Business and Finance\\Businessperson\\Merchant\nPortrait""}","[""1800s""]","[""Dutilh, Edmund G."", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Business and Finance"", ""Merchants"", ""Businessperson"", ""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_3_47Dutilh-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_3_47Dutilh-000001/full/250,/0/default.jpg",Edmund G. Dutilh,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1802,Men,
553,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.3.46,NPG,edanmdm:npg_S_NPG.74.39.3.46,John Edwards Caldwell,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1799""}","{""Object number"": ""S/NPG.74.39.3.46""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""John Edwards Caldwell, 1769 - 1819""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""John Edwards Caldwell: Male\nJohn Edwards Caldwell: Arts and Culture\\Journalism and Media\\Editor\nPortrait""}","[""1790s""]","[""Caldwell, John Edwards"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Arts and Culture"", ""Editors"", ""Men"", ""Portraits"", ""Journalism and Media""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_3_46Caldwell-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_3_46Caldwell-000001/full/250,/0/default.jpg",John Edwards Caldwell,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1799,Men,
554,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.74.39.3.45,NPG,edanmdm:npg_S_NPG.74.39.3.45,Charles Taylor,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1799""}","{""Object number"": ""S/NPG.74.39.3.45""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Charles Taylor, born mid-late 18th century""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.5 x 5.5 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Charles Taylor: Male\nPortrait""}","[""1790s""]","[""Taylor, Charles"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]",,"[""Men"", ""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_74_39_3_45Taylor-000001""]","https://ids.si.edu/ids/iiif/NPG-S_NPG_74_39_3_45Taylor-000001/full/250,/0/default.jpg",Charles Taylor,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1799,Men,
