Unnamed: 0,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,Sitter,Artist,Clean_Date,Gender,Occupation
2847,https://collections.si.edu/search/detail/edanmdm:npg_NPG.85.137,NPG,edanmdm:npg_NPG.85.137,Washington in His Last Illness,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1800""}","{""Object number"": ""NPG.85.137""}","{""Artist"": ""Unidentified Artist"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}","{""Exhibition Label"": ""American engravers enjoyed a steady market in the late eighteenth century with the booming demand for illustrations and popular prints. Following the Revolutionary War, George Washington\u2019s status as a national icon spurred the fledgling industry into supplying inexpensive portraits to meet public demand. Washington\u2019s death on December 14, 1799, would prompt an outpouring of oratorical and pictorial tributes. This deathbed scene, which alludes to published accounts of the president\u2019s final moments, shows a physician taking Washington\u2019s pulse with the aid of a stopwatch. Americans purchased souvenir handkerchiefs that featured this image on one side and a complementary mourning picture on the other.\nLos grabadores estadounidenses ten\u00edan un Mercado estable a fines del siglo XVIII con la creciente demanda de ilustraciones y grabados populares. Despu\u00e9s de la Guerra de Independencia, el estatus de George Washington como s\u00edmbolo nacional sirvi\u00f3 de est\u00edmulo a la incipiente industria, que comenz\u00f3 a producir retratos de bajo costo para satisfacer la demanda del p\u00fablico. La muerte de Washington el 14 de diciembre de 1799 habr\u00eda de producer un torrente de tributos oratorios y pict\u00f3ricos. Esta escena en el lecho de muerte, inspirada en relatos publicados de los \u00faltimos momentos del presidente, muestra a un m\u00e9dico tom\u00e1ndole el pulso a Washington con ayuda de un cron\u00f3metro. Tambi\u00e9n se vendieron pa\u00f1uelos recordatorios con esta escena en un lado y una escena de duelo en el otro.""}","{""Type"": ""Print""}","{""Medium"": ""Hand-colored etching with watercolor on paper"", ""Dimensions"": ""Image: 25.4 x 24.3cm (10 x 9 9/16\"")\nSheet: 30.1 \u00d7 24.9cm (11 7/8 \u00d7 9 13/16\"")\nMat: 45.7 x 35.6cm (18 x 14\"")""}",,,"{""Topic"": ""Home Furnishings\\Furniture\\Table\nHome Furnishings\\Furniture\\Bed\nHome Furnishings\\Pillow\nSymbols & Motifs\\Heraldic motif\\Seal\nContainer\\Bottle\\Decanter\nFood\\Beverage\\Alcoholic\nCostume\\Jewelry\\Watch\\Pocket watch\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1800s""]","[""United States. Army"", ""Washington, George""]","[""Prints""]","[""United States""]","[""Business and Finance"", ""Containers"", ""Pocket watch"", ""Natural resources commerce"", ""Alcohol"", ""Jewelry"", ""Home Furnishings"", ""Symbols & Motifs"", ""Colonial statesman"", ""Bottle"", ""Statesman"", ""Military and Intelligence"", ""Watch"", ""Tables"", ""American Revolution (1775-1783)"", ""Public officers"", ""Beverage"", ""Presidents"", ""Food"", ""Bed"", ""Congressional Gold Medal"", ""Farmers"", ""Government"", ""Portraits"", ""Civilian awards"", ""Heraldic motif"", ""Decanter"", ""Furnishings"", ""Science and Technology"", ""Agriculturists"", ""Surveyors"", ""Costume"", ""Men"", ""Seal"", ""Politics"", ""Pillow"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-8500274B_2""]","https://ids.si.edu/ids/iiif/NPG-8500274B_2/full/250,/0/default.jpg",George Washington,Unidentified Artist,1800,men,
2851,https://collections.si.edu/search/detail/edanmdm:npg_NPG.84.167,NPG,edanmdm:npg_NPG.84.167,Thomas Paine,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1792""}","{""Object number"": ""NPG.84.167""}","{""Artist"": ""Auguste Samdoz, 1792 - 1793?"", ""Copy after"": ""Francois Bonneville\nCharles Willson Peale, 15 Apr 1741 - 22 Feb 1827"", ""Sitter"": ""Thomas Paine, 29 Jan 1737 - 8 Jun 1809""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple and line engraving on paper"", ""Dimensions"": ""Image: 9.6 \u00d7 7.6 cm (3 3/4 \u00d7 3\"")\nSheet: 27.5 \u00d7 17.8 cm (10 13/16 \u00d7 7\"")""}",,,"{""Topic"": ""Thomas Paine: Male\nThomas Paine: Arts and Culture\\Literature\\Writer\nThomas Paine: Politics and Government\\Statesman\nThomas Paine: Arts and Culture\\Journalism and Media\\Magazine editor\nThomas Paine: Science and Technology\\Inventor\nThomas Paine: Social Welfare and Reform\\Reformer\\Humanitarian\nPortrait""}","[""1790s""]","[""Bonneville, Francois"", ""Samdoz, Auguste"", ""Peale, Charles Willson"", ""Paine, Thomas""]","[""Prints""]",,"[""Social Welfare and Reform"", ""Arts and Culture"", ""Literature"", ""Writers"", ""Government"", ""Magazine editor"", ""Portraits"", ""Reformers"", ""Science and Technology"", ""Statesman"", ""Inventors"", ""Humanitarianism"", ""Men"", ""Politics"", ""Journalism and Media""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_84_167""]","https://ids.si.edu/ids/iiif/NPG-NPG_84_167/full/250,/0/default.jpg",Thomas Paine,Auguste Samdoz,1792,men,Writers
2852,https://collections.si.edu/search/detail/edanmdm:npg_NPG.84.164,NPG,edanmdm:npg_NPG.84.164,John Adams,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1798""}","{""Object number"": ""NPG.84.164""}","{""Artist"": ""George Graham, active 1786 - 1813"", ""Sitter"": ""John Adams, 30 Oct 1735 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Mezzotint on paper"", ""Dimensions"": ""Image: 44.1 x 33.5cm (17 3/8 x 13 3/16\"")\nSheet: 50.2 x 35.5cm (19 3/4 x 14\"")""}",,,"{""Topic"": ""Interior\nHome Furnishings\\Furniture\\Table\nPrinted Material\\Papers\nHome Furnishings\\Drape\nWeapon\\Sword\nJohn Adams: Male\nJohn Adams: Arts and Culture\\Literature\\Writer\nJohn Adams: Politics and Government\\Government official\\Congressman\\Continental congressman\nJohn Adams: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nJohn Adams: Politics and Government\\Vice-President of US\nJohn Adams: Politics and Government\\Diplomat\nJohn Adams: Politics and Government\\Government official\\President of US\nJohn Adams: Politics and Government\\Government official\\State Legislator\\Massachusetts\nPortrait""}","[""1800s"", ""1790s""]","[""Graham, George"", ""Adams, John""]","[""Prints""]","[""United States"", ""Massachusetts""]","[""Legislators"", ""Arts and Culture"", ""Writers"", ""Papers"", ""Home Furnishings"", ""Printed Material"", ""Design"", ""Colonial statesman"", ""Weapons"", ""Statesman"", ""Swords"", ""Signer of Declaration"", ""Tables"", ""Public officers"", ""Drape"", ""Vice-Presidents"", ""Diplomats"", ""Presidents"", ""Literature"", ""Congressmen"", ""Government"", ""Diplomacy"", ""Interior decoration"", ""Portraits"", ""Furnishings"", ""Continental congressman"", ""Men"", ""Politics""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_84_164Adams-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_84_164Adams-000001/full/250,/0/default.jpg",John Adams,George Graham,1798,men,Writers
2854,https://collections.si.edu/search/detail/edanmdm:npg_NPG.84.126,NPG,edanmdm:npg_NPG.84.126,Marquis De Lafayette,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1781""}","{""Object number"": ""NPG.84.126""}","{""Artist"": ""No\u00ebl Le Mire, 1724 - 1801"", ""Copy after"": ""Jean Baptiste Le Paon, 1738 - 1785"", ""Sitter"": ""Marquis de Lafayette, 6 Sep 1757 - 20 May 1834""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 42.3 x 32.1cm (16 5/8 x 12 5/8\"")\nSheet: 49.8 x 36.5cm (19 5/8 x 14 3/8\"")""}",,,"{""Topic"": ""Costume\\Headgear\\Hat\nExterior\nWeapon\\Sword\nNature & Environment\\Animal\\Horse\nCostume\\Dress Accessory\\Epaulet\nCostume\\Dress Accessory\\Feather\nHuman Figures\\Servant\nMarquis de Lafayette: Male\nMarquis de Lafayette: Military and Intelligence\\Army\\Officer\nMarquis de Lafayette: Military and Intelligence\\Army\\Officer\\Revolutionary War\nPortrait""}","[""1780s""]","[""United States. Army"", ""Le Mire, Noel"", ""Lafayette"", ""Le Paon, Jean Baptiste""]","[""Exterior views"", ""Prints""]",,"[""Nature"", ""Dress accessories"", ""Portraits"", ""Ecology"", ""Servant"", ""Headgear"", ""Animals"", ""Human Figures"", ""Weapons"", ""Swords"", ""Costume"", ""Military and Intelligence"", ""Men"", ""Horses"", ""Feather"", ""American Revolution (1775-1783)"", ""Hats"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_84_126deLafayette-000002""]","https://ids.si.edu/ids/iiif/NPG-NPG_84_126deLafayette-000002/full/250,/0/default.jpg",Marquis de Lafayette,No\u00ebl Le Mire,1781,Men,
2855,https://collections.si.edu/search/detail/edanmdm:npg_NPG.84.116,NPG,edanmdm:npg_NPG.84.116,Thomas Jefferson,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1807""}","{""Object number"": ""NPG.84.116""}","{""Attribution"": ""John Norman, c. 1748 - 1817"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826\nGeorge Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 37.9 \u00d7 44 cm (14 15/16 \u00d7 17 5/16\"")\nSheet: 40.3 \u00d7 45.2 cm (15 7/8 \u00d7 17 13/16\"")""}",,,"{""Topic"": ""Nature & Environment\\Plant\\Tree\nVehicle\\Ship\\Sailing ship\nImaginary\nCostume\\Headgear\\Headdress\\Crown\nNature & Environment\\Animal\\Bird\\Eagle\nReligious\\Angel\nSymbols & Motifs\\Putti\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nThomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}","[""1800s""]","[""United States. Army"", ""Washington, George"", ""Norman, John"", ""Jefferson, Thomas""]","[""Prints""]","[""United States"", ""Virginia""]","[""Business and Finance"", ""Legislators"", ""Natural resources commerce"", ""Secretary of State"", ""Founder"", ""Vehicles"", ""Military and Intelligence"", ""Signer of Declaration"", ""American Revolution (1775-1783)"", ""Public officers"", ""Angels"", ""Vice-Presidents"", ""Diplomats"", ""Minister"", ""Trees"", ""Sailing ships"", ""Congressional Gold Medal"", ""Cabinet member"", ""Farmers"", ""Congressmen"", ""Imaginary"", ""Plants"", ""Civilian awards"", ""Inventors"", ""Men"", ""Putti"", ""Education and Scholarship"", ""Art"", ""Arts and Culture"", ""Architects"", ""Headdresses"", ""Eagles"", ""Governors"", ""Universities"", ""Symbols & Motifs"", ""Colonial statesman"", ""Statesman"", ""Ships"", ""Presidents"", ""Nature"", ""Government"", ""Diplomacy"", ""Religion"", ""Birds"", ""Portraits"", ""Ecology"", ""Lawyers"", ""Headgear"", ""Continental congressman"", ""Science and Technology"", ""Crown"", ""Animals"", ""Agriculturists"", ""Surveyors"", ""Costume"", ""Politics"", ""Law and Crime"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-8400232B_1""]","https://ids.si.edu/ids/iiif/NPG-8400232B_1/full/250,/0/default.jpg",Thomas Jefferson,John Norman,1807,men,
2857,https://collections.si.edu/search/detail/edanmdm:npg_NPG.83.249,NPG,edanmdm:npg_NPG.83.249,Joel Barlow,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; partial gift of Audrey Barlow Orndorff""}","{""Date"": ""1805""}","{""Object number"": ""NPG.83.249""}","{""Artist"": ""Robert Fulton, 14 Nov 1765 - 25 Feb 1815"", ""Sitter"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}","{""Provenance"": ""Samuel L. M. Barlow [1892-1982]; his daughter Audrey Barlow [Mrs. W. Ridgely Orndorff], West Palm Beach; purchased 1983 NPG\nAccording to the Frick Art Reference Library it was originally owned by Montgomery Livingston; purchased from his estate by J. Thurston Livingston; given to Adams Express Co.; gift to Samuel L.M. Barlow. Information from a paper attached to back.""}","{""Type"": ""Painting""}","{""Medium"": ""Oil on panel"", ""Dimensions"": ""38.7cm x 32.3cm (15 1/4\"" x 12 11/16\""), Accurate""}",,,"{""Topic"": ""Joel Barlow: Male\nJoel Barlow: Law and Crime\\Lawyer\nJoel Barlow: Arts and Culture\\Literature\\Writer\nJoel Barlow: Arts and Culture\\Literature\\Writer\\Poet\nJoel Barlow: Arts and Culture\\Journalism and Media\\Journalist\nJoel Barlow: Politics and Government\\Diplomat\\Minister\nPortrait""}","[""1800s""]","[""Fulton, Robert"", ""Barlow, Joel""]","[""Paintings""]",,"[""Arts and Culture"", ""Literature"", ""Writers"", ""Government"", ""Diplomacy"", ""Portraits"", ""Lawyers"", ""Men"", ""Journalism"", ""Law and Crime"", ""Politics"", ""Diplomats"", ""Journalism and Media"", ""Poets"", ""Minister""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_83_249""]","https://ids.si.edu/ids/iiif/NPG-NPG_83_249/full/250,/0/default.jpg",Joel Barlow,Robert Fulton,1805,men,Writers
2859,https://collections.si.edu/search/detail/edanmdm:npg_NPG.82.5,NPG,edanmdm:npg_NPG.82.5,Nathanael Greene,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1797""}","{""Object number"": ""NPG.82.5""}","{""Artist"": ""Elkanah Tisdale, 1768 - after 1834"", ""Copy after"": ""John Trumbull, 6 Jun 1756 - 10 Nov 1843"", ""Sitter"": ""Nathanael Greene, 7 Aug 1742 - 19 Jun 1786""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving on paper"", ""Dimensions"": ""Image: 9.6 \u00d7 7.5 cm (3 3/4 \u00d7 2 15/16\"")\nSheet: 17.7 \u00d7 10.3 cm (6 15/16 \u00d7 4 1/16\"")""}",,,"{""Topic"": ""Costume\\Dress Accessory\\Epaulet\nCostume\\Dress Accessory\\Button\\Brass\nNathanael Greene: Male\nNathanael Greene: Military and Intelligence\\Army\\Officer\\Revolutionary War\nNathanael Greene: Military and Intelligence\\Army\\Officer\\General\nNathanael Greene: Business and Finance\\Businessperson\\Industrialist\\Manufacturer\\Iron\nNathanael Greene: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1790s""]","[""United States. Army"", ""Tisdale, Elkanah"", ""Trumbull, John"", ""Greene, Nathanael""]","[""Prints""]",,"[""Business and Finance"", ""Congressional Gold Medal"", ""Businessperson"", ""Brass"", ""Dress accessories"", ""Portraits"", ""Industrialist"", ""Iron"", ""Civilian awards"", ""Button"", ""Costume"", ""Military and Intelligence"", ""Men"", ""Manufacturer"", ""American Revolution (1775-1783)"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_82_5""]","https://ids.si.edu/ids/iiif/NPG-NPG_82_5/full/250,/0/default.jpg",Nathanael Greene,Elkanah Tisdale,1797,Men,
2860,https://collections.si.edu/search/detail/edanmdm:npg_NPG.82.4,NPG,edanmdm:npg_NPG.82.4,Horatio Gates,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1782""}","{""Object number"": ""NPG.82.4""}","{""Artist"": ""John Norman, c. 1748 - 1817"", ""Sitter"": ""Horatio Gates, 1727 - 1806""}",,"{""Type"": ""Print""}","{""Medium"": ""Line engraving on paper"", ""Dimensions"": ""Image: 8.7 \u00d7 6.5 cm (3 7/16 \u00d7 2 9/16\"")\nSheet: 19.5 \u00d7 12 cm (7 11/16 \u00d7 4 3/4\"")""}",,,"{""Topic"": ""Exterior\nCostume\\Dress Accessory\\Epaulet\nHoratio Gates: Male\nHoratio Gates: Politics and Government\\Government official\\State Legislator\\New York\nHoratio Gates: Military and Intelligence\\Army\\Officer\\Revolutionary War\nHoratio Gates: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1780s""]","[""United States. Army"", ""Norman, John"", ""Gates, Horatio""]","[""Exterior views"", ""Prints""]","[""New York"", ""United States""]","[""Legislators"", ""Congressional Gold Medal"", ""Government"", ""Dress accessories"", ""Portraits"", ""Civilian awards"", ""Costume"", ""Military and Intelligence"", ""Men"", ""Public officers"", ""American Revolution (1775-1783)"", ""Politics"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_82_4""]","https://ids.si.edu/ids/iiif/NPG-NPG_82_4/full/250,/0/default.jpg",Horatio Gates,John Norman,1782,men,
2861,https://collections.si.edu/search/detail/edanmdm:npg_NPG.82.36,NPG,edanmdm:npg_NPG.82.36,George Washington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1796""}","{""Object number"": ""NPG.82.36""}","{""Artist"": ""Thomas Cheesman, 1760 - after 1834"", ""Copy after"": ""John Trumbull, 6 Jun 1756 - 10 Nov 1843"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 65.6 \u00d7 45.3cm (25 13/16 \u00d7 17 13/16\"")\nSheet: 73.1 x 48.1cm (28 3/4 x 18 15/16\"")\nMat: 89.2 x 61cm (35 1/8 x 24\"")""}",,,"{""Topic"": ""Weapon\\Sword\nExterior\\Landscape\\Battleground\nNature & Environment\\Animal\\Horse\nSymbols & Motifs\\Flag\nEquipment\\Optical Devices\\Telescope\\Spyglass\nCostume\\Dress Accessory\\Feather\nWeapon\\Cannon\nHuman Figures\\Soldier\nSymbols & Motifs\\Flag\\National flag\\American\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1790s""]","[""United States. Army"", ""Washington, George"", ""Trumbull, John"", ""Cheesman, Thomas""]","[""Exterior views"", ""Prints""]","[""United States""]","[""Business and Finance"", ""Optical Devices"", ""Cannon"", ""Soldiers"", ""Natural resources commerce"", ""Dress accessories"", ""Battleground"", ""Symbols & Motifs"", ""Colonial statesman"", ""Human Figures"", ""Weapons"", ""Statesman"", ""Swords"", ""Military and Intelligence"", ""Feather"", ""American Revolution (1775-1783)"", ""Public officers"", ""National flag"", ""Presidents"", ""Nature"", ""Congressional Gold Medal"", ""Farmers"", ""Government"", ""Portraits"", ""Ecology"", ""Flags"", ""Civilian awards"", ""Science and Technology"", ""Landscapes"", ""Animals"", ""Spyglass"", ""Agriculturists"", ""Surveyors"", ""Costume"", ""Men"", ""Horses"", ""Telescopes"", ""Politics"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_82_36GW-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_82_36GW-000001/full/250,/0/default.jpg",George Washington,Thomas Cheesman,1796,men,
2864,https://collections.si.edu/search/detail/edanmdm:npg_NPG.82.209,NPG,edanmdm:npg_NPG.82.209,Thomas Jefferson,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1800""}","{""Object number"": ""NPG.82.209""}","{""Artist"": ""Cornelius Tiebout, 1777 - 1832"", ""Copy after"": ""Rembrandt Peale, 22 Feb 1778 - 3 Oct 1860"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving on paper"", ""Dimensions"": ""Image: 7.5 \u00d7 12.1 cm (2 15/16 \u00d7 4 3/4\"")\nSheet: 19.6 \u00d7 12.6 cm (7 11/16 \u00d7 4 15/16\"")""}",,,"{""Topic"": ""Thomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}","[""1800s"", ""1790s""]","[""Jefferson, Thomas"", ""Peale, Rembrandt"", ""Tiebout, Cornelius""]","[""Prints""]","[""United States"", ""Virginia""]","[""Business and Finance"", ""Legislators"", ""Art"", ""Arts and Culture"", ""Architects"", ""Natural resources commerce"", ""Secretary of State"", ""Governors"", ""Founder"", ""Universities"", ""Colonial statesman"", ""Statesman"", ""Signer of Declaration"", ""Public officers"", ""Vice-Presidents"", ""Diplomats"", ""Presidents"", ""Minister"", ""Cabinet member"", ""Congressmen"", ""Farmers"", ""Government"", ""Diplomacy"", ""Portraits"", ""Lawyers"", ""Continental congressman"", ""Science and Technology"", ""Agriculturists"", ""Inventors"", ""Men"", ""Law and Crime"", ""Politics"", ""Education and Scholarship""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_82_209""]","https://ids.si.edu/ids/iiif/NPG-NPG_82_209/full/250,/0/default.jpg",Thomas Jefferson,Cornelius Tiebout,1800,men,
2865,https://collections.si.edu/search/detail/edanmdm:npg_NPG.82.208,NPG,edanmdm:npg_NPG.82.208,Thomas Jefferson,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1802""}","{""Object number"": ""NPG.82.208""}","{""Artist"": ""Enoch G. Gridley, active 1801 - 1818"", ""Copy after"": ""Benjamin Tanner, 1775 - 1848"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving on paper"", ""Dimensions"": ""Image (Image, Accurate): 8.9 \u00d7 5.7 cm (3 1/2 \u00d7 2 1/4\"")\nSheet (Sheet, Accurate): 13 \u00d7 8.7 cm (5 1/8 \u00d7 3 7/16\"")""}",,,"{""Topic"": ""Thomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}","[""1800s"", ""1790s""]","[""Tanner, Benjamin Tucker"", ""Jefferson, Thomas"", ""Gridley, Enoch G.""]","[""Prints""]","[""United States"", ""Virginia""]","[""Business and Finance"", ""Legislators"", ""Art"", ""Arts and Culture"", ""Architects"", ""Natural resources commerce"", ""Secretary of State"", ""Governors"", ""Founder"", ""Universities"", ""Colonial statesman"", ""Statesman"", ""Signer of Declaration"", ""Public officers"", ""Vice-Presidents"", ""Diplomats"", ""Presidents"", ""Minister"", ""Cabinet member"", ""Congressmen"", ""Farmers"", ""Government"", ""Diplomacy"", ""Portraits"", ""Lawyers"", ""Continental congressman"", ""Science and Technology"", ""Agriculturists"", ""Inventors"", ""Men"", ""Law and Crime"", ""Politics"", ""Education and Scholarship""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_82_208""]","https://ids.si.edu/ids/iiif/NPG-NPG_82_208/full/250,/0/default.jpg",Thomas Jefferson,Enoch G. Gridley,1802,men,
