Unnamed: 0,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,Sitter,Artist,Clean_Date,Gender,Occupation
2922,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.78,NPG,edanmdm:npg_NPG.79.78,George Washington and Horatio Gates,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1777""}","{""Object number"": ""NPG.79.78""}","{""Artist"": ""Unidentified Artist"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799\nHoratio Gates, 1727 - 1806""}",,"{""Type"": ""Print""}","{""Medium"": ""Relief cut on paper"", ""Dimensions"": ""Image: 9 \u00d7 7.5 cm (3 9/16 \u00d7 2 15/16\"")\nBook closed: 18 \u00d7 10.6 cm (7 1/16 \u00d7 4 3/16\"")""}","{""Place"": ""United States\\Massachusetts\\Suffolk\\Boston""}",,"{""Topic"": ""Print\nIllustration\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nHoratio Gates: Male\nHoratio Gates: Politics and Government\\Government official\\State Legislator\\New York\nHoratio Gates: Military and Intelligence\\Army\\Officer\\Revolutionary War\nHoratio Gates: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1770s""]","[""United States. Army"", ""Washington, George"", ""Gates, Horatio""]","[""Prints""]","[""New York"", ""United States"", ""Suffolk"", ""Massachusetts"", ""North America"", ""Boston""]","[""Printing"", ""Business and Finance"", ""Congressional Gold Medal"", ""Legislators"", ""Farmers"", ""Illustration"", ""Government"", ""Natural resources commerce"", ""Portraits"", ""Civilian awards"", ""Science and Technology"", ""Colonial statesman"", ""Agriculturists"", ""Statesman"", ""Surveyors"", ""Military and Intelligence"", ""Men"", ""American Revolution (1775-1783)"", ""Public officers"", ""Politics"", ""Presidents"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_78GW1L-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_78GW1L-000001/full/250,/0/default.jpg",George Washington,Unidentified Artist,1777,men,
2923,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.38,NPG,edanmdm:npg_NPG.79.38,Marquis De Lafayette,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1790""}","{""Object number"": ""NPG.79.38""}","{""Artist"": ""Gabriel Fiesinger, 1722 - 1807"", ""Copy after"": ""Jean-urbain Guerin"", ""Sitter"": ""Marquis de Lafayette, 6 Sep 1757 - 20 May 1834""}",,"{""Type"": ""Print""}","{""Medium"": ""Etching and stipple engraving on paper"", ""Dimensions"": ""Image: 9 \u00d7 7.8 cm (3 9/16 \u00d7 3 1/16\"")\nSheet: 31.4 \u00d7 22.4 cm (12 3/8 \u00d7 8 13/16\"")\nMat: 45.7 \u00d7 35.6 cm (18 \u00d7 14\"")""}",,,"{""Topic"": ""Symbols & Motifs\\Medal\nCostume\\Dress Accessory\\Epaulet\nSymbols & Motifs\\Medal\\Society of the Cincinnati\nMarquis de Lafayette: Male\nMarquis de Lafayette: Military and Intelligence\\Army\\Officer\nMarquis de Lafayette: Military and Intelligence\\Army\\Officer\\Revolutionary War\nPortrait""}","[""1790s""]","[""United States. Army"", ""Lafayette"", ""Guerin, Jean-urbain"", ""Fiesinger, Gabriel""]","[""Prints""]",,"[""Symbols & Motifs"", ""Society of the Cincinnati"", ""Costume"", ""Military and Intelligence"", ""Men"", ""Dress accessories"", ""Portraits"", ""American Revolution (1775-1783)"", ""Medal"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_38""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_38/full/250,/0/default.jpg",Marquis de Lafayette,Gabriel Fiesinger,1790,Men,
2924,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.3,NPG,edanmdm:npg_NPG.79.3,Nathanael Greene,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1781""}","{""Object number"": ""NPG.79.3""}","{""Artist"": ""John Norman, c. 1748 - 1817"", ""Sitter"": ""Nathanael Greene, 7 Aug 1742 - 19 Jun 1786""}",,"{""Type"": ""Print""}","{""Medium"": ""Line engraving on paper"", ""Dimensions"": ""Image: 17 \u00d7 10.5 cm (6 11/16 \u00d7 4 1/8\"")\nSheet: 25.4 \u00d7 19 cm (10 \u00d7 7 1/2\"")""}",,,"{""Topic"": ""Nature & Environment\\Plant\\Tree\nSymbols & Motifs\\Flag\nHuman Figures\\Soldier\nNathanael Greene: Male\nNathanael Greene: Military and Intelligence\\Army\\Officer\\Revolutionary War\nNathanael Greene: Military and Intelligence\\Army\\Officer\\General\nNathanael Greene: Business and Finance\\Businessperson\\Industrialist\\Manufacturer\\Iron\nNathanael Greene: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1780s""]","[""United States. Army"", ""Norman, John"", ""Greene, Nathanael""]","[""Prints""]",,"[""Nature"", ""Trees"", ""Business and Finance"", ""Congressional Gold Medal"", ""Soldiers"", ""Businessperson"", ""Portraits"", ""Ecology"", ""Industrialist"", ""Iron"", ""Plants"", ""Flags"", ""Civilian awards"", ""Symbols & Motifs"", ""Human Figures"", ""Military and Intelligence"", ""Men"", ""Manufacturer"", ""American Revolution (1775-1783)"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_3""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_3/full/250,/0/default.jpg",Nathanael Greene,John Norman,1781,Men,
2925,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.216,NPG,edanmdm:npg_NPG.79.216,Alexander Hamilton,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Henry Cabot Lodge""}","{""Date"": ""1806""}","{""Object number"": ""NPG.79.216""}","{""Artist"": ""John Trumbull, 6 Jun 1756 - 10 Nov 1843"", ""Copy after"": ""Giuseppe Ceracchi, 4 Jul 1751 - 31 Jan 1801"", ""Sitter"": ""Alexander Hamilton, 11 Jan 1757 - 11 Jul 1804""}","{""Exhibition Label"": ""Born Nevis, West Indies\nDespite the many hardships he experienced during his childhood in the Caribbean, Alexander Hamilton went on to become one of the foremost statesmen of the United States. The drive and intelligence he demonstrated while still in his teens convinced wealthy patrons to send Hamilton to New York to study at King\u2019s College (now Columbia University). An early champion of independence from Britain, he enlisted in the Continental Army and became a valued member of George Washington\u2019s staff.\nFollowing the Revolution, Hamilton advocated for a strong national government. With John Jay and James Madison, he co-authored the Federalist Papers, which urged ratification of the United States Constitution. While serving as the first secretary of the treasury (1789\u201395), he laid the groundwork for a strong republic by promoting a national bank and encouraging commerce and manufacturing. Offended by a supposed insult, Vice President Aaron Burr fatally shot Hamilton in a duel in 1804.\nNacido en Nieves, Antillas Menores\nPese a las muchas adversidades que sufri\u00f3 durante su ni\u00f1ez en el Caribe, Alexander Hamilton lleg\u00f3 a ser uno de los estadistas m\u00e1s prominentes de Estados Unidos. Al ver su \u00edmpetu e inteligencia siendo a\u00fan adolescente, un grupo de benefactores ricos lo env\u00edo a Nueva York a estudiar en el King\u2019s College (hoy Universidad de Columbia). Temprano defensor de la independencia de las colonias inglesas, se alist\u00f3 en el Ej\u00e9rcito Continental y lleg\u00f3 a ser un apreciado miembro del equipo de oficiales de George Washington.\nTras la Revoluci\u00f3n, Hamilton abog\u00f3 por un gobierno nacional fuerte. Junto a John Jay y James Madison escribi\u00f3 los \u201cArt\u00edculos del Federalista\u201d, donde instaban a ratificar la Constituci\u00f3n de Estados Unidos. Como primer secretario del Tesoro (1789\u201395) sent\u00f3 las bases para una rep\u00fablica s\u00f3lida, promoviendo la creaci\u00f3n de un banco nacional y fomentando el comercio y la manufactura. Ofendido por un supuesto insulto, el vicepresidente Aaron Burr mat\u00f3 de un balazo a Hamilton en un duelo en 1804."", ""Provenance"": ""Henry Cabot Lodge; his son George C. Lodge; gift to NPG 1979""}","{""Type"": ""Painting""}","{""Medium"": ""Oil on canvas"", ""Dimensions"": ""Stretcher: 77.5 x 62.2 x 3.5cm (30 1/2 x 24 1/2 x 1 3/8\"")\nFrame: 89.2 x 73.7 x 9.2cm (35 1/8 x 29 x 3 5/8\"")""}",,,"{""Topic"": ""Alexander Hamilton: Male\nAlexander Hamilton: Law and Crime\\Lawyer\nAlexander Hamilton: Arts and Culture\\Literature\\Writer\nAlexander Hamilton: Military and Intelligence\\Army\\Officer\\Revolutionary War\nAlexander Hamilton: Politics and Government\\Government official\\Cabinet member\\Secretary of Treasury\nAlexander Hamilton: Politics and Government\\Government official\\Congressman\\Continental congressman\nPortrait""}","[""1800s""]","[""United States. Army"", ""Hamilton, Alexander"", ""Trumbull, John"", ""Ceracchi, Giuseppe""]","[""Paintings""]",,"[""Legislators"", ""Cabinet member"", ""Arts and Culture"", ""Literature"", ""Congressmen"", ""Writers"", ""Government"", ""Portraits"", ""Lawyers"", ""Continental congressman"", ""Military and Intelligence"", ""Men"", ""Secretary of Treasury"", ""American Revolution (1775-1783)"", ""Public officers"", ""Law and Crime"", ""Politics"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_216Hamilton_d1""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_216Hamilton_d1/full/250,/0/default.jpg",Alexander Hamilton,John Trumbull,1806,men,Writers
2927,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.206,NPG,edanmdm:npg_NPG.79.206,Anthony Wayne,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1796""}","{""Object number"": ""NPG.79.206""}","{""Artist"": ""George Graham, active 1786 - 1813"", ""Copy after"": ""Jean Pierre Henri Elouis, 1755 - c. 1843"", ""Sitter"": ""Anthony Wayne, 1 Jan 1745 - 15 Dec 1796""}",,"{""Type"": ""Print""}","{""Medium"": ""Mezzotint on paper"", ""Dimensions"": ""Image: 45.4 x 35.5 cm (17 7/8 x 14\"")\nPlate: 52.7 x 43.2 cm (20 3/4 x 17\"")""}",,,"{""Topic"": ""Interior\nPrinted Material\\Papers\nEquipment\\Smoking Implements\\Pipe\nHome Furnishings\\Drape\nWeapon\\Sword\nArchitecture\\Column\nCostume\\Dress Accessory\\Epaulet\nAnthony Wayne: Male\nAnthony Wayne: Military and Intelligence\\Army\\Officer\\Revolutionary War\nAnthony Wayne: Military and Intelligence\\Navy\\Officer\nAnthony Wayne: Military and Intelligence\\Army\\Officer\\Brigadier General\nAnthony Wayne: Politics and Government\\Government official\\US Congressman\\Georgia\nAnthony Wayne: Science and Technology\\Surveyor\nAnthony Wayne: Politics and Government\\Government official\\State Legislator\\Pennsylvania\nAnthony Wayne: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1790s""]","[""Graham, George"", ""United States. Army"", ""United States. Navy"", ""Elouis, Jean Pierre Henri"", ""Wayne, Anthony""]","[""Prints""]","[""United States"", ""Georgia"", ""Pennsylvania""]","[""Legislators"", ""Papers"", ""Dress accessories"", ""Home Furnishings"", ""Printed Material"", ""Smoking Implements"", ""Design"", ""Weapons"", ""Swords"", ""Column"", ""Military and Intelligence"", ""American Revolution (1775-1783)"", ""Public officers"", ""Drape"", ""Congressional Gold Medal"", ""Congressmen"", ""Architecture"", ""Government"", ""Interior decoration"", ""Portraits"", ""Pipe"", ""Civilian awards"", ""Brigadier General"", ""Science and Technology"", ""Surveyors"", ""Costume"", ""Men"", ""Politics"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_206Wayne-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_206Wayne-000001/full/250,/0/default.jpg",Anthony Wayne,George Graham,1796,men,
2928,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.205,NPG,edanmdm:npg_NPG.79.205,George Washington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1810""}","{""Object number"": ""NPG.79.205""}","{""Artist"": ""John Galland, 1796 - 1817?"", ""Copy after"": ""F. Bartoli"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving on paper"", ""Dimensions"": ""Image: 28.9 \u00d7 22.7 cm (11 3/8 \u00d7 8 15/16\"")\nSheet: 38.9 \u00d7 28.5 cm (15 5/16 \u00d7 11 1/4\"")\nMat: 56 \u00d7 40.7 cm (22 1/16 \u00d7 16\"")""}",,,"{""Topic"": ""Home Furnishings\\Furniture\nCostume\\Headgear\\Hat\nPrinted Material\\Document\nInterior\\Interior with Exterior View\nHome Furnishings\\Furniture\\Table\nHome Furnishings\\Drape\nWeapon\\Sword\nArchitecture\\Building\\Tent\nCostume\\Dress Accessory\\Epaulet\nSymbols & Motifs\\Medal\\Society of the Cincinnati\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1800s"", ""1810s""]","[""United States. Army"", ""Bartoli, F."", ""Washington, George"", ""Galland, John""]","[""Prints""]","[""United States""]","[""Business and Finance"", ""Society of the Cincinnati"", ""Natural resources commerce"", ""Dress accessories"", ""Home Furnishings"", ""Printed Material"", ""Design"", ""Symbols & Motifs"", ""Colonial statesman"", ""Weapons"", ""Statesman"", ""Swords"", ""Military and Intelligence"", ""Tables"", ""American Revolution (1775-1783)"", ""Public officers"", ""Drape"", ""Presidents"", ""Congressional Gold Medal"", ""Interior with Exterior View"", ""Farmers"", ""Architecture"", ""Government"", ""Interior decoration"", ""Portraits"", ""Civilian awards"", ""Furnishings"", ""Headgear"", ""Science and Technology"", ""Tents"", ""Agriculturists"", ""Surveyors"", ""Costume"", ""Men"", ""Hats"", ""Politics"", ""Medal"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_205""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_205/full/250,/0/default.jpg",George Washington,John Galland,1810,men,
2929,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.201,NPG,edanmdm:npg_NPG.79.201,John Paul Jones,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1781""}","{""Object number"": ""NPG.79.201""}","{""Artist"": ""Carl Guttenberg, 1743 - 1790"", ""Copy after"": ""Claude Jacques Notte"", ""Sitter"": ""John Paul Jones, 6 Jul 1747 - 18 Jul 1792""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 27.4 \u00d7 23.6 cm (10 13/16 \u00d7 9 5/16\"")\nSheet: 36.5 \u00d7 28.7 cm (14 3/8 \u00d7 11 5/16\"")\nMat: 55.8 \u00d7 40.6 cm (21 15/16 \u00d7 16\"")""}",,,"{""Topic"": ""Weapon\\Sword\nCostume\\Headgear\\Hat\\Tricorne\nExterior\\Ship\nWeapon\\Gun\\Pistol\nJohn Paul Jones: Male\nJohn Paul Jones: Politics and Government\\Government official\nJohn Paul Jones: Military and Intelligence\\Navy\\Officer\nJohn Paul Jones: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1770s"", ""1780s""]","[""United States. Navy"", ""Jones, John Paul"", ""Notte, Claude Jacques"", ""Guttenberg, Carl""]","[""Exterior views"", ""Prints""]",,"[""Congressional Gold Medal"", ""Government"", ""Portraits"", ""Firearms"", ""Civilian awards"", ""Headgear"", ""Tricorne"", ""Weapons"", ""Swords"", ""Ships"", ""Costume"", ""Pistol"", ""Military and Intelligence"", ""Men"", ""Public officers"", ""Hats"", ""Politics"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_201Jones-000002""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_201Jones-000002/full/250,/0/default.jpg",John Paul Jones,Carl Guttenberg,1781,men,
2930,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.16,NPG,edanmdm:npg_NPG.79.16,Thomas Jefferson,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1801""}","{""Object number"": ""NPG.79.16""}","{""Artist"": ""William Harrison, Jr., active 1797 - c. 1819"", ""Copy after"": ""Rembrandt Peale, 22 Feb 1778 - 3 Oct 1860"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving on paper"", ""Dimensions"": ""Image: 11.4 \u00d7 9.6 cm (4 1/2 \u00d7 3 3/4\"")\nSheet: 19.3 \u00d7 17.5 cm (7 5/8 \u00d7 6 7/8\"")""}",,,"{""Topic"": ""Costume\\Dress Accessory\\Neckwear\\Tie\nCostume\\Dress Accessory\\Button\nThomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}","[""1800s""]","[""Harrison, William"", ""Jefferson, Thomas"", ""Peale, Rembrandt""]","[""Prints""]","[""United States"", ""Virginia""]","[""Business and Finance"", ""Legislators"", ""Neckwear"", ""Art"", ""Arts and Culture"", ""Architects"", ""Natural resources commerce"", ""Dress accessories"", ""Secretary of State"", ""Governors"", ""Founder"", ""Universities"", ""Colonial statesman"", ""Statesman"", ""Button"", ""Signer of Declaration"", ""Neckties"", ""Public officers"", ""Vice-Presidents"", ""Diplomats"", ""Presidents"", ""Minister"", ""Cabinet member"", ""Congressmen"", ""Farmers"", ""Government"", ""Diplomacy"", ""Portraits"", ""Lawyers"", ""Continental congressman"", ""Science and Technology"", ""Agriculturists"", ""Inventors"", ""Costume"", ""Men"", ""Law and Crime"", ""Politics"", ""Education and Scholarship""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_16""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_16/full/250,/0/default.jpg",Thomas Jefferson,William Harrison,1801,men,
2932,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.146,NPG,edanmdm:npg_NPG.79.146,George Washington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1794""}","{""Object number"": ""NPG.79.146""}","{""Artist"": ""Unidentified Artist"", ""Copy after"": ""Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Line engraving on paper"", ""Dimensions"": ""Image: 19.7 x 14.1cm (7 3/4 x 5 9/16\"")\nSheet: 33.4 x 27cm (13 1/8 x 10 5/8\"")""}",,,"{""Topic"": ""Costume\\Dress Accessory\\Epaulet\nSymbols & Motifs\\Flag\nHuman Figures\\Soldier\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1790s""]","[""United States. Army"", ""Washington, George"", ""Peale, Charles Willson""]","[""Prints""]","[""United States""]","[""Business and Finance"", ""Soldiers"", ""Natural resources commerce"", ""Dress accessories"", ""Symbols & Motifs"", ""Colonial statesman"", ""Human Figures"", ""Statesman"", ""Military and Intelligence"", ""American Revolution (1775-1783)"", ""Public officers"", ""Presidents"", ""Congressional Gold Medal"", ""Farmers"", ""Government"", ""Portraits"", ""Flags"", ""Civilian awards"", ""Science and Technology"", ""Agriculturists"", ""Surveyors"", ""Costume"", ""Men"", ""Politics"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_146""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_146/full/250,/0/default.jpg",George Washington,Unidentified Artist,1794,men,
2933,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.145,NPG,edanmdm:npg_NPG.79.145,George Washington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1783-86""}","{""Object number"": ""NPG.79.145""}","{""Artist"": ""Unidentified Artist"", ""Copy after"": ""Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 19.8 x 14cm (7 13/16 x 5 1/2\"")\nSheet: 23.1 x 17.1cm (9 1/8 x 6 3/4\"")""}",,,"{""Topic"": ""Vehicle\\Ship\nCostume\\Dress Accessory\\Epaulet\nSymbols & Motifs\\Flag\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1770s"", ""1790s""]","[""United States. Army"", ""Washington, George"", ""Peale, Charles Willson""]","[""Prints""]","[""United States""]","[""Business and Finance"", ""Natural resources commerce"", ""Dress accessories"", ""Vehicles"", ""Symbols & Motifs"", ""Colonial statesman"", ""Statesman"", ""Ships"", ""Military and Intelligence"", ""American Revolution (1775-1783)"", ""Public officers"", ""Presidents"", ""Congressional Gold Medal"", ""Farmers"", ""Government"", ""Portraits"", ""Flags"", ""Civilian awards"", ""Science and Technology"", ""Agriculturists"", ""Surveyors"", ""Costume"", ""Men"", ""Politics"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_145""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_145/full/250,/0/default.jpg",George Washington,Unidentified Artist,1783,men,
2934,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.139,NPG,edanmdm:npg_NPG.79.139,George Washington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1796""}","{""Object number"": ""NPG.79.139""}","{""Artist"": ""Thomas Holloway, active 1748 - 1827"", ""Copy after"": ""Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 23 x 19.7cm (9 1/16 x 7 3/4\"")\nSheet: 40.1 x 28cm (15 13/16 x 11\"")""}",,,"{""Topic"": ""George Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1790s""]","[""United States. Army"", ""Washington, George"", ""Holloway, Thomas"", ""Stuart, Gilbert""]","[""Prints""]","[""United States""]","[""Business and Finance"", ""Congressional Gold Medal"", ""Farmers"", ""Government"", ""Natural resources commerce"", ""Portraits"", ""Civilian awards"", ""Science and Technology"", ""Colonial statesman"", ""Agriculturists"", ""Statesman"", ""Surveyors"", ""Military and Intelligence"", ""Men"", ""American Revolution (1775-1783)"", ""Public officers"", ""Politics"", ""Presidents"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_139""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_139/full/250,/0/default.jpg",George Washington,Thomas Holloway,1796,men,
2935,https://collections.si.edu/search/detail/edanmdm:npg_NPG.79.127,NPG,edanmdm:npg_NPG.79.127,Nathanael Greene,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1812""}","{""Object number"": ""NPG.79.127""}","{""Artist"": ""David Edwin, 1776 - 1841"", ""Copy after"": ""Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"", ""Sitter"": ""Nathanael Greene, 7 Aug 1742 - 19 Jun 1786""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving on paper"", ""Dimensions"": ""Image: 9.8 x 8.1 cm (3 7/8 x 3 3/16\"")\nSheet: 24.1 x 15.9 cm (9 1/2 x 6 1/4\"")""}",,,"{""Topic"": ""Costume\\Dress Accessory\\Epaulet\nIllustration\nCostume\\Dress Accessory\\Button\nNathanael Greene: Male\nNathanael Greene: Military and Intelligence\\Army\\Officer\\Revolutionary War\nNathanael Greene: Military and Intelligence\\Army\\Officer\\General\nNathanael Greene: Business and Finance\\Businessperson\\Industrialist\\Manufacturer\\Iron\nNathanael Greene: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1810s""]","[""United States. Army"", ""Edwin, David"", ""Peale, Charles Willson"", ""Greene, Nathanael""]","[""Prints""]",,"[""Business and Finance"", ""Congressional Gold Medal"", ""Illustration"", ""Businessperson"", ""Dress accessories"", ""Portraits"", ""Industrialist"", ""Iron"", ""Civilian awards"", ""Button"", ""Costume"", ""Military and Intelligence"", ""Men"", ""Manufacturer"", ""American Revolution (1775-1783)"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_127""]","https://ids.si.edu/ids/iiif/NPG-NPG_79_127/full/250,/0/default.jpg",Nathanael Greene,David Edwin,1812,Men,
