collectionsURL,unitCode,dataSource,title,EDANid,guid,recordLink,lastUpdateDate,creditLine,date,identifier,name,notes,objectType,physicalDescription,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,Sitter,Artist,Clean_Date,Gender,Occupation,faces,face_urls
https://collections.si.edu/search/detail/edanmdm:saam_XX108A,SAAM,Smithsonian American Art Museum,George Washington,edanmdm:saam_XX108A,http://n2t.net/ark:/65665/vk7c06aa8a1-8da1-47c8-884f-6a47cc2e6305,https://americanart.si.edu/collections/search/artwork/?id=27849,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Transfer from the U.S. Department of the Interior through the General Services Administration""}","{""Date"": ""1803?""}","{""Object number"": ""XX108A""}","{""Attributed to"": ""William Winstanley, born England, active 1775-1806"", ""Sitter"": ""George Washington""}",,"{""Type"": ""Painting""}","{""Medium"": ""oil on canvas"", ""Dimensions"": ""30 1/2 x 25 1/4 in. (77.4 x 64.2 cm.)""}",,,"{""Topic"": ""Occupation\\political\\president\nPortrait male""}",[1800s],"['Washington, George', 'Winstanley, William']",[Paintings],[],"[Occupations, Men, Portraits, Political, Presidents]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-XX108A_1'],"https://ids.si.edu/ids/iiif/SAAM-XX108A_1/full/250,/0/default.jpg",George Washington,William Winstanley,1803,Men,President,"[[623, 441, 998, 968]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_0_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_2019.6.12,SAAM,Smithsonian American Art Museum,The Davis Children (Eliza Cheever Davis and John Derby Davis),edanmdm:saam_2019.6.12,http://n2t.net/ark:/65665/vk7db2de5a6-554f-456b-9ee6-437bc4f2e17b,https://americanart.si.edu/collections/search/artwork/?id=113483,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Ralph and Bobbi Terkowitz""}","{""Date"": ""1795""}","{""Object number"": ""2019.6.12""}","{""Artist"": ""Edward Savage, born Princeton, MA 1761-died Princeton, MA 1817"", ""Sitter"": ""Eliza Cheever Davis\nJohn Derby Davis""}",,"{""Type"": ""Painting""}","{""Medium"": ""oil on canvas"", ""Dimensions"": ""48 1/2 x 38 1/2 in.""}",,,"{""Topic"": ""Landscape\nObject\\flower\\lily\nPortrait female\\child\nPortrait male\\child""}",[1790s],"['Savage, Edward', 'Davis, Eliza Cheever', 'Davis, John Derby']",[Paintings],[],"[Women, Landscapes, Men, Portraits, Flowers, Children, Lily]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-2019.6.12_1'],"https://ids.si.edu/ids/iiif/SAAM-2019.6.12_1/full/250,/0/default.jpg",Eliza Cheever Davis\nJohn Derby Davis,Edward Savage,1795,Women,Civilian,"[[1194, 446, 1359, 682], [492, 318, 670, 546]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_1_face_0.jpg?raw=true; https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_1_face_1.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_2010.16.2,SAAM,Smithsonian American Art Museum,John Swanwick,edanmdm:saam_2010.16.2,http://n2t.net/ark:/65665/vk73f915b19-cb1a-4dbf-ae93-98e3f71705d6,https://americanart.si.edu/collections/search/artwork/?id=78297,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Transfer from the National Museum of American History, Smithsonian Institution""}","{""Date"": ""ca. 1800""}","{""Object number"": ""2010.16.2""}","{""Artist"": ""Matthew Pratt, born Philadelphia, PA 1734-died Philadelphia, PA 1805"", ""Sitter"": ""John Swanwick""}",,"{""Type"": ""Painting""}","{""Medium"": ""oil on canvas"", ""Dimensions"": ""35 3/4 x 30 7/8 in. (90.8 x 78.4 cm)""}",,,"{""Topic"": ""Object\\written matter\\book\nPortrait male\\waist length""}","[1800s, 1790s]","['Pratt, Matthew', 'Swanwick, John']",[Paintings],[],"[Books and reading, Men, Portraits]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-2010.16.2_1'],"https://ids.si.edu/ids/iiif/SAAM-2010.16.2_1/full/250,/0/default.jpg",John Swanwick,Matthew Pratt,1800,Men,Civilian,"[[480, 314, 815, 796]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_2_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_2010.16.1,SAAM,Smithsonian American Art Museum,Joseph Ball,edanmdm:saam_2010.16.1,http://n2t.net/ark:/65665/vk7106741b0-4bc3-4162-a543-0e7d5f7fd022,https://americanart.si.edu/collections/search/artwork/?id=78296,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Transfer from the National Museum of American History, Smithsonian Institution""}","{""Date"": ""1798 -1805""}","{""Object number"": ""2010.16.1""}","{""Artist"": ""Christian Gullager, born Copenhagen, Denmark 1759-died Philadelphia, PA 1826"", ""Sitter"": ""Joseph Ball""}",,"{""Type"": ""Painting""}","{""Medium"": ""oil on canvas"", ""Dimensions"": ""44 x 35 1/2 in. (111.8 x 90.2 cm)""}",,,"{""Topic"": ""Portrait male\\waist length""}","[1800s, 1790s]","['Ball, Joseph', 'Gullager, Christian']",[Paintings],[],"[Men, Portraits]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-2010.16.1_1'],"https://ids.si.edu/ids/iiif/SAAM-2010.16.1_1/full/250,/0/default.jpg",Joseph Ball,Christian Gullager,1798,Men,Civilian,"[[639, 551, 953, 1032]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_3_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_2006.12.2,SAAM,Smithsonian American Art Museum,The Wiley Family,edanmdm:saam_2006.12.2,http://n2t.net/ark:/65665/vk70dfab768-2a70-4e91-9cd1-6901303d2a8c,https://americanart.si.edu/collections/search/artwork/?id=75442,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Diane and Norman Bernstein""}","{""Date"": ""1771""}","{""Object number"": ""2006.12.2""}","{""Artist"": ""William Williams, born Bristol, England 1727-died Bristol, England 1791"", ""Sitter"": ""John Wiley""}","{""Gallery Label"": ""The Wiley family owned the largest distillery in New York City during the years surrounding the Revolutionary War. John Wiley, depicted in this group portrait with his mother and sisters, took over the distillery business after his father\u2019s death and became a successful merchant in his own right, operating a fleet of commercial ships. His older sister, elegantly dressed for the occasion, holds on her arm a tame squirrel-- a symbol of her decorum and her suitability for marriage. The younger daughter, like many teenage girls, looks as though she\u2019d rather be anywhere but with her family. In the distance is a fanciful view of lower Manhattan. The presentation of colonial life as prosperous and idyllic reminds us of how eager the family was to see themselves as old world aristocrats in a new world setting.""}","{""Type"": ""Painting""}","{""Medium"": ""oil on canvas"", ""Dimensions"": ""36 x 47 1/2 in. (91.4 x 120.7 cm)""}",,,"{""Topic"": ""Landscape\\river\nPortrait group\\family\nObject\\flower\nObject\\written matter\\book\nArchitecture Exterior\\industry\\windmill\nArchitecture Exterior\\detail\\wall\nPortrait male\\full length""}",[1770s],"['Wiley, John', 'Williams, William']",[Paintings],[],"[Landscapes, Industrialization, Books and reading, Wall, Architecture, Men, Portraits, Family, Windmill, Rivers, Flowers, Detail]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-2006.12.2_1'],"https://ids.si.edu/ids/iiif/SAAM-2006.12.2_1/full/250,/0/default.jpg",John Wiley,William Williams,1771,Men,Civilian,"[[1268, 496, 1332, 583], [942, 586, 1002, 666], [716, 583, 770, 651], [1450, 447, 1519, 539]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_4_face_0.jpg?raw=true; https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_4_face_1.jpg?raw=true; https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_4_face_2.jpg?raw=true; https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_4_face_3.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_2006.12.1,SAAM,Smithsonian American Art Museum,Robert Hooper,edanmdm:saam_2006.12.1,http://n2t.net/ark:/65665/vk72d0f38a8-a827-4f8a-a8ec-d5fbec08159a,https://americanart.si.edu/collections/search/artwork/?id=74789,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Diane and Norman Bernstein""}","{""Date"": ""ca. 1770-1772""}","{""Object number"": ""2006.12.1""}","{""Artist"": ""John Singleton Copley, born Boston, MA 1738-died 1815 London, England"", ""Sitter"": ""Jr. Robert Hooper""}","{""Gallery Label"": ""Mr. Hooper was the son of Robert King Hooper, who owned a fishing fleet that worked out of Marblehead, Massachusetts. The younger man already sports the rotund physique that Copley had captured in a portrait of Hooper's father years earlier. Behind him, the sea, visible through an open window, recalls the source of his family\u2019s riches. Robert had graduated from Harvard in 1763, and Copley's painting shows him settling into the comfortable life of a merchant prince.\nCopley owed his living to this new class, whose wealth supported the artists, writers, and educators of the colonies. He had joined the elite not long before, through his marriage to Susanna Clarke, daughter of a prominent Boston merchant. The union literally moved Copley up in the world, where he and \""Sukey\"" bought property on Beacon Hill, above downtown Boston.Exhibition Label, Smithsonian American Art Museum, 2006""}","{""Type"": ""Painting""}","{""Medium"": ""oil on canvas"", ""Dimensions"": ""50 x 40 in. (127.0 x 101.6 cm)""}",,,"{""Topic"": ""Occupation\\industry\\fishing\nPortrait male""}",[1770s],"['Copley, John Singleton', 'Hooper, Robert, Jr.']",[Paintings],[],"[Industrialization, Occupations, Men, Portraits, Fishing]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-2006.12.1_1'],"https://ids.si.edu/ids/iiif/SAAM-2006.12.1_1/full/250,/0/default.jpg",Jr. Robert Hooper,John Singleton Copley,1770,Men,Civilian,"[[608, 338, 832, 623]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_5_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.87.7A,SAAM,Smithsonian American Art Museum,Col. Nathaniel Darby,edanmdm:saam_1999.87.7A,http://n2t.net/ark:/65665/vk7230f9012-ccc2-4d31-832d-792d8ed209ae,https://americanart.si.edu/collections/search/artwork/?id=24627,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Natalie Brooks Sears Shippen and William Brush Shippen""}","{""Date"": ""ca. 1798""}","{""Object number"": ""1999.87.7A""}","{""Artist"": ""Unidentified"", ""Sitter"": ""Col. Nathaniel Darby""}","{""Luce Center Label"": ""It is not always possible to identify the sitter in a miniature portrait, and research is still being done on some of the works in the Museum\u2019s collection. Miniatures became popular in England during the early 1700s, commissioned by wealthy families on the occasions of births, engagements, weddings, and bereavements. These paintings, elaborately set into lockets or brooches, provided the wearer with a sentimental connection to a loved one. The back of the miniature often revealed a lock of the sitter\u2019s hair, symbolizing affection, commitment, or loss. The daguerreotype, invented in 1839, provided a cheaper, faster alternative, and portrait miniatures grew less popular. At the turn of the twentieth century, with the establishment of the American Society of Miniature Painters, miniatures enjoyed a brief revival.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""watercolor on ivory"", ""Dimensions"": ""sight 2 x 1 5/8 in. (5.1 x 4.0 cm) oval""}",,,"{""Topic"": ""Occupation\\military\\colonel\nPortrait male\\bust""}",[1790s],"['Darby, Nathaniel, Col.']",[Paintings],[],"[Occupations, Colonel, Men, Portraits, Military]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.7A_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.87.7A_1/full/250,/0/default.jpg",Col. Nathaniel Darby,Unidentified,1798,Men,Military,"[[605, 620, 979, 1145]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_6_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.87.6,SAAM,Smithsonian American Art Museum,"Louis-Guillaume Otto, comte de Mosloy",edanmdm:saam_1999.87.6,http://n2t.net/ark:/65665/vk74c7d73d1-a7cf-4099-9a0b-7953aecaf5c3,https://americanart.si.edu/collections/search/artwork/?id=19290,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Natalie Brooks Sears Shippen and William Brush Shippen""}","{""Date"": ""ca. 1780""}","{""Object number"": ""1999.87.6""}","{""Artist"": ""Charles Willson Peale, born Queen Anne's County, MD 1741-died Philadelphia, PA 1827"", ""Sitter"": ""Comte de Mosloy Louis Guillaume Otto""}","{""Luce Center Label"": ""Otto Louis-Guillaume (1754-1817) was a French diplomat who served as minister to the United States in 1779. He was secretary of the French Legation in America in 1782, and returned to France three years later. In Europe he enjoyed a successful career as a diplomat, signing on behalf of Napoleon the Treaty of Amiens in 1802. This treaty achieved fourteen months of peace in Europe during the French Revolution and the Napoleonic Wars.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""watercolor on ivory"", ""Dimensions"": ""sight 1 3/8 x 1 in. (3.5 x 2.5 cm) oval""}",,,"{""Topic"": ""Occupation\\other\\aristocrat\nPortrait male\\bust""}",[1780s],"['Otto, Louis Guillaume, Comte de Mosloy', 'Peale, Charles Willson']",[Paintings],[],"[Occupations, Men, Portraits, 'Aristocracy (Social class)']",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.6_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.87.6_1/full/250,/0/default.jpg",Comte de Mosloy Louis Guillaume Otto,Charles Willson Peale,1780,Men,Civilian,"[[1043, 806, 1400, 1320]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_7_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.87.5,SAAM,Smithsonian American Art Museum,William Shippen,edanmdm:saam_1999.87.5,http://n2t.net/ark:/65665/vk7c98492ae-0664-47b4-bfe6-c8fff319377b,https://americanart.si.edu/collections/search/artwork/?id=19305,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Natalie Brooks Sears Shippen and William Brush Shippen""}","{""Date"": ""1794""}","{""Object number"": ""1999.87.5""}","{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""William Shippen""}","{""Luce Center Label"": ""William Shippen (1792-1867) was two or three years old when James Peale painted this miniature of him. William was the older brother of Thomas Lee Shippen, whose miniature was also painted by Peale [see 1999.87.4]. William would go on to earn a medical degree, and in 1817 he married Mary Louise Shore. The miniature is inscribed to William and Mary Louise\u2019s oldest niece, Jane Gray Wharton, from her mother.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""watercolor on ivory"", ""Dimensions"": ""sight 1 3/4 x 1 3/8 in. (4.4 x 3.5 cm) oval""}",,,"{""Topic"": ""Figure male\\child\\bust\nPortrait male\\bust""}",[1790s],"['Shippen, William', 'Peale, James']",[Paintings],[],"[Men, Figure male, Portraits, Children]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.5_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.87.5_1/full/250,/0/default.jpg",William Shippen,James Peale,1794,Men,Civilian,"[[639, 600, 1069, 1116]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_8_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.87.4,SAAM,Smithsonian American Art Museum,Thomas Lee Shippen,edanmdm:saam_1999.87.4,http://n2t.net/ark:/65665/vk717901dd9-63e8-4076-a507-8607a3eb9010,https://americanart.si.edu/collections/search/artwork/?id=19304,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Natalie Brooks Sears Shippen and William Brush Shippen""}","{""Date"": ""1795""}","{""Object number"": ""1999.87.4""}","{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""Thomas Lee Shippen""}","{""Luce Center Label"": ""Thomas Shippen (1793-1810) was two or three years old when James Peale painted this miniature. Thomas and his brother, William---whose miniature by James Peale is also in this collection <b>[see 1999.87.5]</b>---were the sons of Thomas Lee Shippen (1765-1798) and Elizabeth Carter Farley (1774-1826). Farley\u2019s miniature, painted by Hugh Bridport, is also in this collection <b>[see 1999.87.2]</b>.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""watercolor on ivory"", ""Dimensions"": ""sight 1 3/4 x 1 3/8 in. (4.4 x 3.5 cm) oval""}",,,"{""Topic"": ""Figure male\\child\\bust\nPortrait male\\bust""}",[1790s],"['Shippen, Thomas Lee', 'Peale, James']",[Paintings],[],"[Men, Figure male, Portraits, Children]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.4_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.87.4_1/full/250,/0/default.jpg",Thomas Lee Shippen,James Peale,1795,Men,Civilian,"[[589, 669, 940, 1099]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_9_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.87.3,SAAM,Smithsonian American Art Museum,Jane Gray Wall,edanmdm:saam_1999.87.3,http://n2t.net/ark:/65665/vk7f2013827-7dcc-4f2f-b885-5575735b5957,https://americanart.si.edu/collections/search/artwork/?id=3468,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Natalie Brooks Sears Shippen and William Brush Shippen""}","{""Date"": ""ca. 1795""}","{""Object number"": ""1999.87.3""}","{""Artist"": ""Joseph Francis Burrell, English, born 1770-died after 1854"", ""Sitter"": ""Jane Gray Wall""}","{""Luce Center Label"": ""In June 1793, Jane Gray Wall married Thomas Shore, a landowner in Dinwiddie County, Virginia. In 1817 their daughter, Mary Louise Shore, married Doctor William Shippen, whose miniature, painted when he was a toddler, is in this collection <b>[see 1999.87.5]</b>. According to an inscription on the back of Jane Wall\u2019s miniature, it was painted in Soho Square in London. This suggests that she was visiting Europe, as many other Americans did to further their education during the eighteenth and nineteenth centuries.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""watercolor on ivory"", ""Dimensions"": ""3 1/8 x 2 1/2 in. (7.9 x 6.4 cm)""}",,,"{""Topic"": ""Portrait female\\bust""}",[1790s],"['Wall, Jane Gray', 'Burrell, Joseph Francis']",[Paintings],[],"[Women, Portraits]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.3_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.87.3_1/full/250,/0/default.jpg",Jane Gray Wall,Joseph Francis Burrell,1795,Women,Civilian,"[[1394, 437, 1549, 650]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_10_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.87.1,SAAM,Smithsonian American Art Museum,Anne Hume Shippen,edanmdm:saam_1999.87.1,http://n2t.net/ark:/65665/vk7db04a08c-757c-4039-b579-2aa2dd379655,https://americanart.si.edu/collections/search/artwork/?id=24234,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Gift of Natalie Brooks Sears Shippen and William Brush Shippen""}","{""Date"": ""ca. 1796""}","{""Object number"": ""1999.87.1""}","{""Artist"": ""Benjamin Trott, born Boston, MA ca. 1770-died Washington, DC 1843"", ""Sitter"": ""Anne Hume Shippen""}","{""Luce Center Label"": ""Benjamin Trott's portrait of Anne Hume \""Nancy\"" Shippen is a rare example, because he painted very few women early in his career. The sitter was regarded by her numerous admirers as \""sweet to look upon, and sweeter yet to hold.\"" To please her parents, Shippen broke off an engagement with the man she loved in order to marry Colonel Henry Beekman Livingston in 1781. The marriage established ties of kinship among the Lees, Washingtons, and Livingstons, three prominent families from the nation's early history. Shippen ultimately left her husband and lived the rest of her days with her parents. Their daughter, Peggy, was sent to live with Colonel Livingston's mother until she was sixteen to protect her inheritance from her grandmother.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""watercolor on ivory"", ""Dimensions"": ""sight 2 5/8 x 2 1/8 in. (6.7 x 5.3 cm) oval""}",,,"{""Topic"": ""Portrait female\\bust""}",[1790s],"['Shippen, Anne Hume', 'Trott, Benjamin']",[Paintings],[],"[Women, Portraits]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.1_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.87.1_1/full/250,/0/default.jpg",Anne Hume Shippen,Benjamin Trott,1796,Women,Civilian,"[[624, 665, 958, 1113]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_11_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.27.9,SAAM,Smithsonian American Art Museum,"Benjamin Hurd, Jr.",edanmdm:saam_1999.27.9,http://n2t.net/ark:/65665/vk7daa7bdae-7032-4220-806a-52d7b4b05b01,https://americanart.si.edu/collections/search/artwork/?id=38336,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Bequest of Mary Elizabeth Spencer""}","{""Date"": ""ca. 1804-1818""}","{""Object number"": ""1999.27.9""}","{""Artist"": ""William M. S. Doyle, born Boston, MA 1769-died Boston, MA 1828"", ""Sitter"": ""Jr. Benjamin Hurd""}","{""Luce Center Label"": ""Benjamin Hurd Jr. (1778-1818) was born in Roxbury, Massachusetts. His grandfather Jacob Hurd (1702-1758) was a leading silversmith in colonial Boston, and the artist\u2019s father and uncle both followed in the trade.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""watercolor on ivory"", ""Dimensions"": ""image (oval): 2 1/4 x 1 3/4 in. (5.7 x 4.5 cm)""}",,,"{""Topic"": ""Portrait male\\bust""}","[1800s, 1810s]","['Hurd, Benjamin, Jr.', 'Doyle, William M. S.']",[Paintings],[],"[Men, Portraits]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.9_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.27.9_1/full/250,/0/default.jpg",Jr. Benjamin Hurd,William M. S. Doyle,1804,Men,Civilian,"[[454, 604, 872, 1177]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_12_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.27.80,SAAM,Smithsonian American Art Museum,John Dallas,edanmdm:saam_1999.27.80,http://n2t.net/ark:/65665/vk76996fbc4-9e28-4a0f-85bf-b66d02be16d7,https://americanart.si.edu/collections/search/artwork/?id=38415,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Bequest of Mary Elizabeth Spencer""}","{""Date"": ""ca. 1801""}","{""Object number"": ""1999.27.80""}","{""Artist"": ""Unidentified"", ""Sitter"": ""John Dallas""}","{""Luce Center Label"": ""The inscription attached to this miniature reads: \u201cJohn Dallas Departed this life February 11 1801 Aged 38 Years & 10 months.\u201d John\u2019s death date and the burgundy velour frame suggest that this was a piece of mourning jewelry, given to a loved one to remember the deceased. The formality of the sitter\u2019s dress and pose contrast with his disheveled hair and ravaged face. His appearance implies a mortal illness, while the artist\u2019s careful placement of the sitter next to a window suggests a release from suffering.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""oil on panel"", ""Dimensions"": ""image (oval): 6 5/16 x 4 1/4 in. (16.0 x 10.7 cm)""}",,,"{""Topic"": ""Portrait male\\waist length""}",[1800s],"['Dallas, John']",[Paintings],[],"[Men, Portraits]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.80_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.27.80_1/full/250,/0/default.jpg",John Dallas,Unidentified,1801,Men,Civilian,"[[702, 761, 860, 970]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_13_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.27.7,SAAM,Smithsonian American Art Museum,Peter Boylston Adams?,edanmdm:saam_1999.27.7,http://n2t.net/ark:/65665/vk7c3a25ca5-69b3-490f-99e2-945eacf2a728,https://americanart.si.edu/collections/search/artwork/?id=38334,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Bequest of Mary Elizabeth Spencer""}","{""Date"": ""ca. 1765-1770""}","{""Object number"": ""1999.27.7""}","{""Artist"": ""John Singleton Copley, born Boston, MA 1738-died 1815 London, England"", ""Sitter"": ""Peter Boylston Adams""}","{""Luce Center Label"": ""This miniature is thought to show Peter Boylston Adams, who was born in Norfolk, Massachusetts, in 1738. Peter was the brother of the second president of the United States, John Adams, and a captain in the Revolutionary War. He married Mary Crosby in 1768, and this miniature may have been painted to commemorate their wedding.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""oil on copper"", ""Dimensions"": ""image (oval): 3 1/8 x 2 1/2 in. (7.8 x 6.2 cm)""}",,,"{""Topic"": ""Portrait male\\bust""}","[1770s, 1760s]","['Adams, Peter Boylston', 'Copley, John Singleton']",[Paintings],[],"[Men, Portraits]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.7_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.27.7_1/full/250,/0/default.jpg",Peter Boylston Adams,John Singleton Copley,1765,Men,Civilian,"[[621, 591, 935, 1043]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_14_face_0.jpg?raw=true; 
https://collections.si.edu/search/detail/edanmdm:saam_1999.27.68,SAAM,Smithsonian American Art Museum,Joseph Fox,edanmdm:saam_1999.27.68,http://n2t.net/ark:/65665/vk74a9435a8-a911-475e-8af7-adcdd2208cb3,https://americanart.si.edu/collections/search/artwork/?id=38400,2024-11-22,"{""Credit Line"": ""Smithsonian American Art Museum, Bequest of Mary Elizabeth Spencer""}","{""Date"": ""1790s""}","{""Object number"": ""1999.27.68""}","{""Artist"": ""Unidentified"", ""Sitter"": ""Joseph Fox""}","{""Luce Center Label"": ""Joseph Fox was a prominent citizen of Fitchburg, Massachusetts, where he served as town clerk, taxman, and highway surveyor. In 1769 he married Mary Tuttle, and together they had six children. In his later years he acted as town treasurer, made unsuccessful bids for the state senate, and became a justice of the peace. The portrait shows a middle-aged man with the powdered hair that befitted a political figure of the early 1800s. The artist chose to show Fox with a thoughtful, alert expression, as if he had just been posed a difficult question.""}","{""Type"": ""Painting-Miniature""}","{""Medium"": ""watercolor on ivory"", ""Dimensions"": ""image (oval): 2 1/2 x 2 in. (6.4 x 5.1 cm)""}",,,"{""Topic"": ""Portrait male\\bust""}",[1790s],"['Fox, Joseph']",[Paintings],[],"[Men, Portraits]",1,['https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.68_1'],"https://ids.si.edu/ids/iiif/SAAM-1999.27.68_1/full/250,/0/default.jpg",Joseph Fox,Unidentified,1790,Men,Civilian,"[[502, 637, 871, 1122]]",https://github.com/nmolnar-parsons/revperiod_portraitfaces/blob/main/Portrait_Faces/Image_15_face_0.jpg?raw=true; 
